#Powered_by_ParaTranz
EVTNAME5002;Stanley Cup
TOPBAR_MOBILIZE_TOOLTIP;If we mobilize the ?Y poor?W population, we can conscript ?Y$CURR$?W more brigades
TOPBAR_LEADERSHIP_TOOLTIP;Our nation has ?Y$CURR$W leadership points?W
TOPBAR_MOBILIZED;Our nation has mobilized all available troops!
TOPBAR_DIPLOPOINTS;Our nation has ?Y$CURR$?W diplomatic points
TOPBAR_GOVERNMENT;Our nation's current system of government is ?Y$CURR$?W
TOPBAR_RULING_PARTY;Our nation's current ruling party is ?Y$CURR$?W
TOPBAR_UNEMPLOYED;There are ?Y$NUM$?W unemployed ?Y$TYPE$?W in $STATE$ ($PERC$?W% of total)
TOPBAR_XINY;$X$ within ?Y$Y$?W
TOPBAR_AT_PEACE;At Peace
TOPBAR_FACTION;?Y$NAME$?W has ?Y$STRENGTH$?W rebels, average organization: ?Y$ORG$?W%
TOPBAR_PROJECTED_INCOME;Projected daily income: $VAL$?!
SIDEMENU_menubar_msg_combat;Left-click to display all ?Y combat?W messages. Right-click to clear all.
SIDEMENU_menubar_msg_diplo;Left-click to display all ?Y diplomacy?W messages. Right-click to clear all.
SIDEMENU_menubar_msg_unit;Left-click to display all ?Y unit?W messages. Right-click to clear all.
SIDEMENU_menubar_msg_province;Left-click to display all ?Y province?W messages. Right-click to clear all.
SIDEMENU_menubar_msg_other;Left-click to display all ?Y other?W messages. Right-click to clear all.
SIDEMENU_menubar_msg_event;Left-click to display all ?Y event?W messages. Right-click to clear all.
the_scotland_yard_title;Scotland Yard
the_scotland_yard_desc;The London Metropolitan Police, established in 1829 under the Metropolitan Police Act, was widely known as "Scotland Yard" in the Victorian era, due to its headquarters being located at 4 Whitehall Place, which was called "Great Scotland Yard" in earlier years. As one of the iconic police departments of this era, it was frequently mentioned in the works of Jules Verne and Arthur Conan Doyle. Scotland Yard can help us solve a crime or two.
the_yard;Scotland Yard
the_yard_desc;London's police force, Scotland Yard, often plays the role of Sherlock Holmes' partner in literary works.
call_geneva_convention_title;Geneva Convention
call_geneva_convention_desc;After witnessing the cruel and horrific consequences of the Battle of Solferino, Jean-Henri Dunant published his observations of the battle, "A Memory of Solferino," in 1862 and self-funded its publication. Through his experiences, Dunant began calling for the establishment of an international organization dedicated to handling war wounds, while conducting extensive lecture tours in Switzerland. Against this background, the Swiss Congress held an international conference in Geneva in 1864 to draft international laws governing the conduct of war.
EVTNAME31311;Geneva Convention
EVTDESC31311;Article 1: "Field hospitals and military hospitals shall be recognized as neutral. As long as any sick or wounded persons remain within such hospitals, they shall be protected and respected by the parties to the conflict."\n\nSwitzerland has convened an international conference in Geneva to discuss and adopt an international rule governing the conduct of war. All civilized nations of the world have been invited to sign the "Geneva Convention."
EVTOPTA31311;We must certainly sign this progressive humanitarian document
EVTOPTB31311;We do not currently believe we should sign this document
signed_the_geneva_convention;Geneva Convention
signed_the_geneva_convention_desc;Our nation is a party to the Geneva Convention
sign_the_geneva_convention_title;Sign the Geneva Convention
sign_the_geneva_convention_desc;Our nation has not yet signed the Geneva Convention, which defines the conduct of reasonable warfare and the treatment of the wounded. We can still sign it.
PRODUCTION_SORT_BY_INFRA;Infrastructure
BUILD_ESTIMATED_COST;Estimated cost of missing inventory: ?R$COST$?W?!
PRODUCTION_NEED_TECH;We must complete research on ?Y$TECH$?W before we can produce ?Y$GOOD$?W
PRODUCTION_NEED_FACTORY;To produce ?Y$GOOD$?W, we must build a ?Y$FACTORY$?W
PRODUCTION_NEED_RGO;To produce ?Y$GOOD$?W, we need a province that produces it
pass_folkskolereformen_title;Folk School Reform
pass_folkskolereformen_desc;The Folk School Reform, this "people's school" reform, was a law passed by Sweden in 1842, proposing compulsory education for Swedish children in several basic subjects. The folk school ensured the foundation of the Swedish education system until the early 1970s, when it was gradually abolished due to its favoring of ignorance and rudimentary principles.
folkis_educates;Folk School
folkis_educates_desc;An effective and modern compulsory education system that educates your young people in several basic subjects.
the_case_of_edgardo_mortara_title;The Case of Edgardo Mortara
the_case_of_edgardo_mortara_desc;Edgardo Mortara was born in Bologna in 1851 to a Jewish family. During an illness in 1857, a Catholic maid of the Mortara family baptized him out of fear that he would go to hell if he died as a non-Christian. Based on the baptism, the Papal States police took Edgardo from his home and raised him as a Roman Catholic, even though the Papal States' law prohibited non-Christian children from becoming Christians. This incident, or rather an abduction, caused an international stir, with Napoleon III, Emperor Franz Joseph, and the London Times all protesting. Mortara himself eventually became a Catholic priest and restored contact with his mother and siblings for the rest of his life.
the_first_vatican_council_title;Vatican Council
the_first_vatican_council_desc;In 1868, Pope Pius IX convened the 20th Ecumenical Council of the Roman Catholic Church. The council discussed modern ideologies brought by liberalism, rationalism, and materialism, promoting the definition of Catholic doctrine. Although the council reduced Rome's interests due to the newly formed Kingdom of Italy, it also left a lasting Catholic theological concept in the formal doctrine of papal infallibility.
manifesto_on_unshakable_autocracy_title;Manifesto on Unshakable Autocracy
manifesto_on_unshakable_autocracy_desc;Tsar Alexander III issued the Manifesto on Unshakable Autocracy on April 29, 1881 (Julian calendar), about two months after his father Alexander II was assassinated by Nikolai Rysakov of the terrorist organization "Will of the People." The manifesto fiercely rejected the various liberal reform ideas held by his father, instead advocating for Russia's traditional and unshakable autocracy.
promulgate_the_ems_ukaz_title;Ems Ukaz
promulgate_the_ems_ukaz_desc;The Ems Ukaz was issued by Tsar Alexander II in 1876. In addition to reprinting old documents, it banned the use of the Ukrainian alphabet in all printed materials, contemptuously referring to it as a "minor Russian dialect." The ukaz was named after Bad Ems, a German spa resort, where the Tsar was staying when he issued it.
DOMINION_OF;?Y Dominion?W belongs to
SATELLITE_OF;?Y Satellite?W belongs to
SORT_BY_INFRA;Sort by average infrastructure per region
tut_menu_0;Introduction
tut_menu_0_description;This tutorial will tell you what Victoria II is like and the most basic gameplay.
tut_menu_1;Army and Navy
tut_menu_1_description;Learn how to manage your army and navy.
tut_menu_2;Production
tut_menu_2_description;Learn about producing goods
tut_menu_3;Finance
tut_menu_3_description;Learn how to manage finances. This includes taxation and spending.
tut_menu_4;Research
tut_menu_4_description;Learn about technology and research.
tut_menu_5;Politics
tut_menu_5_description;Learn about the art of politics, parties, and reforms.
tut_menu_6;Population
tut_menu_6_description;Learn about your people. Who are they? Who are their friends, and what social class do they belong to?
tut_menu_7;Trade
tut_menu_7_description;Learn about trade. How and why the government buys and sells.
tut_menu_8;Diplomacy
tut_menu_8_description;Learn about the art of diplomacy. How to declare war and form alliances.
tut_1a_1;Military
tut_1a_2;Welcome to the Victoria II military tutorial. You are ruling Belgium, a small nation with great potential. However, there is a problem: your Dutch neighbor has just declared war on you.
tut_1a_3;Select a unit
REMOVE_tut_1a_4;The Dutch are massing on our border, we must drive them away. The first thing we need to do is select an army to do this. Click on the army in Brussels to select an army, which has been circled on the map.
tut_1a_5;Unit Interface
tut_1a_6;The army you just selected, the First Infantry Division, consists of 12,000 men from four brigades. In the unit interface you can see each brigade and its headcount. In the unit interface you can also find the following data:
tut_1a_7;Number of soldiers and brigades. If engaged in combat, the number of soldiers will decrease. However, if there are unemployed soldiers in your nation, these units will replenish automatically.
tut_1a_8;The general of your army. His traits will affect the army's performance
tut_1a_9;Manpower and organization. The green (left) bar is organization, which represents your unit's willingness to fight. The higher this value, the more efficient your troops are in combat. Organization is lost in combat but recovers on its own. The yellow (right) bar represents manpower. When this bar is full, your unit has maximum manpower. If it's not full, the unit has suffered losses that have not been replenished.
tut_1a_10;The supply status of your unit. Every unit needs certain things to maintain operation, and these will be automatically extracted from your stockpile. If you cannot provide these things, it will damage the speed of manpower replenishment and organization recovery.
tut_1a_11;Take some time to hover over the icons in the unit interface for more information
tut_1a_12;Split Units
tut_1a_13;To occupy the Netherlands we need to send more troops to the border. However, we cannot leave the capital undefended, so we must split our forces.
tut_1a_14;Split Units
tut_1a_15;A new unit has been established, and now you can see the army organization interface. To add units to this force, click the move button to move the sub-units you want to split. Try moving a unit to the new force.
tut_1a_15a;Please click the split army icon
tut_1a_16;Merge Units
tut_1a_17;Well done, there should be two units in Brussels now. You may also notice the small flag next to the Belgian flag flying by your army. This indicates there is more than one unit here.
tut_1a_17a;However, the Dutch might easily defeat this force, so we should merge them again. First, use a drag box to select both units in this province. If you selected other units outside the province, press ESC on your keyboard and try again.
tut_1a_18;After selecting units, press the merge units button.
tut_1a_20;Move a Unit
tut_1a_21;Now we must march toward the evil Dutch. We want to move the force in Brussels to deal with the Dutch army in Maastricht. Select the force in Brussels and then right-click Maastricht to move your force.
tut_1a_22;Move a Unit
tut_1a_23;Notice the arrow pointing from your unit to Maastricht. As your unit advances, this arrow will gradually fill up, indicating how far your force has marched. Press the spacebar to unpause.
tut_1a_22b;Move a Unit
tut_1a_22c;Your unit is now moving. Notice how the arrow fills up.
tut_1a_24;Battle
tut_1a_25;Your unit is acting against the Dutch. Notice the progress bar below your force, which shows who is at an advantage. More yellow indicates the side with the flag on the left is at an advantage, more green indicates the nation on the right is at an advantage. Click on the progress bar for more battle details.
tut_1a_26;Battle
tut_1a_27;The battle interface should have appeared. Here you can get more detailed information about what's happening in the battle. Press the spacebar again to unpause. We'll soon win.
tut_1a_28;Battle
tut_1a_29;The battle is over, and your force should have won. In the battle result window, you can see the results of this action. Click Next to continue.
tut_1a_30;Battle
tut_1a_31;Clicking on the map is not the only way to select units. Victoria II has a feature called the shortcut bar. Click the small plus sign on the right to open the shortcut bar window.
tut_1a_32;Shortcut Bar
tut_1a_33;The shortcut bar is a shortcut for managing many things in your nation, such as your army, battles, and ongoing construction. You can toggle the small icons on the shortcut bar to customize it.
tut_1a_33a;Now we want to select the Third Infantry Division, so click on this unit in the shortcut bar.
tut_1a_34;Transport Units by Sea
tut_1a_35;To raid the Dutch, we will land behind their lines. Make sure you have selected the force in Brussels. Note you have a fleet in the port of Bruges (a ship by the dock).
tut_1a_35a;Load your units onto ships by clicking the load button on the right.
tut_1a_36;Transport Units by Sea
tut_1a_37;Now we must move our units to the sea area "Dogger Bank." To do this, click the port of Bruges, and after the fleet is selected, right-click "Dogger Bank" and continue the game after your movement arrow appears.
tut_1a_38;Transport Units by Sea
tut_1a_39;Now we must land. Make sure you have selected your navy. Note the button in the lower right corner of the unit interface, click this to select your units. Click this and right-click Middelburg to move your units there.
